book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4921,11544421,11544421,16484134,12,1937007588,9.78E+12,Ilona Andrews,2013,Magic Rises,"Magic Rises (Kate Daniels, #6)",eng,4.49,29556,33573,2621,91,276,2687,10657,19862,https://images.gr-assets.com/books/1359571572m/11544421.jpg,https://images.gr-assets.com/books/1359571572s/11544421.jpg
4943,220826,220826,213828,28,9753638027,9.79E+12,Sabahattin Ali,1943,KÃ¼rk Mantolu Madonna,KÃ¼rk Mantolu Madonna,tur,4.49,19806,21803,1277,114,348,1785,6029,13527,https://images.gr-assets.com/books/1362477552m/220826.jpg,https://images.gr-assets.com/books/1362477552s/220826.jpg
5949,92227,92227,9813320,26,613096487,9.78E+12,Stephen King,1996,"The Green Mile, Part 1: The Two Dead Girls","The Green Mile, Part 1: The Two Dead Girls",eng,4.49,21917,22949,278,158,346,2156,5708,14581,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6462,13605723,13605723,19200593,21,1937053571,9.78E+12,Jennifer L. Armentrout,2013,,"Sentinel (Covenant, #5)",eng,4.49,24150,26221,2701,176,517,2285,6544,16699,https://images.gr-assets.com/books/1365509138m/13605723.jpg,https://images.gr-assets.com/books/1365509138s/13605723.jpg
6527,28862528,28862528,48637040,17,163215711X,9.78E+12,"Brian K. Vaughan, Fiona Staples",2016,"Saga, Volume Six","Saga, Vol. 6 (Saga, #6)",eng,4.49,18433,18961,2085,23,127,1334,6492,10985,https://images.gr-assets.com/books/1486028997m/28862528.jpg,https://images.gr-assets.com/books/1486028997s/28862528.jpg
6537,17722973,17722973,24790180,39,316201545,9.78E+12,"Chris Colfer, Brandon Dorman",2013,The Enchantress Returns,"The Enchantress Returns (The Land of Stories, #2)",eng,4.49,17845,19829,1676,111,300,1767,5194,12457,https://images.gr-assets.com/books/1364843824m/17722973.jpg,https://images.gr-assets.com/books/1364843824s/17722973.jpg
7435,15813668,15813668,21539864,14,1250014409,9.78E+12,Darynda Jones,2013,Fifth Grave Past the Light,"Fifth Grave Past the Light (Charley Davidson, #5)",eng,4.49,21286,24287,2410,63,230,1923,7666,14405,https://images.gr-assets.com/books/1355718001m/15813668.jpg,https://images.gr-assets.com/books/1355718001s/15813668.jpg
8518,11665750,11665750,16610933,9,,,Kristen Ashley,2011,At Peace,"At Peace (The 'Burg, #2)",en-GB,4.49,23308,23659,1744,179,377,1787,6642,14674,https://images.gr-assets.com/books/1327913073m/11665750.jpg,https://images.gr-assets.com/books/1327913073s/11665750.jpg
8680,11432,11432,2988535,27,842386882,9.78E+12,"Karen Kingsbury, Gary Smalley",2004,Reunion,"Reunion (Redemption, #5)",en-US,4.49,11105,11586,258,45,152,1098,3086,7205,https://images.gr-assets.com/books/1406506549m/11432.jpg,https://images.gr-assets.com/books/1406506549s/11432.jpg
9943,653559,653559,14738632,5,866114262,9.78E+12,"Malvina G. Vogel, Arthur Conan Doyle",1977,,Sherlock Holmes and the Case of the Hound of the Baskervilles (Illustrated Classic Editions),eng,4.49,9805,9861,28,55,91,830,2900,5985,https://images.gr-assets.com/books/1292693979m/653559.jpg,https://images.gr-assets.com/books/1292693979s/653559.jpg
466,659469,659469,16998382,44,345368584,9.78E+12,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit,The Hobbit: Graphic Novel,eng,4.48,155338,159435,957,991,2180,14437,43107,98720,https://images.gr-assets.com/books/1374681632m/659469.jpg,https://images.gr-assets.com/books/1374681632s/659469.jpg
504,11422,11422,820210,63,1590525132,9.78E+12,Francine Rivers,1991,,Redeeming Love,eng,4.48,157506,163637,9147,2949,4277,13328,33009,110074,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
607,8755785,8755785,13629068,7,1481426303,9.78E+12,Cassandra Clare,2014,City of Heavenly Fire,"City of Heavenly Fire (The Mortal Instruments, #6)",eng,4.48,177796,203325,19582,1683,4287,18763,49304,129288,https://images.gr-assets.com/books/1460477794m/8755785.jpg,https://images.gr-assets.com/books/1460477794s/8755785.jpg
2001,7952502,7952502,11580916,24,61997811,9.78E+12,Brian Sibley,2010,Harry Potter: Film Wizardry,Harry Potter: Film Wizardry,eng,4.48,45081,46063,526,1058,984,4017,8553,31451,https://images.gr-assets.com/books/1464452934m/7952502.jpg,https://images.gr-assets.com/books/1464452934s/7952502.jpg
2629,18243700,18243700,25691778,26,1408852594,9.78E+12,Sarah J. Maas,2014,The Assassin's Blade,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",eng,4.48,53227,62872,7538,288,731,5143,19194,37516,https://images.gr-assets.com/books/1384362444m/18243700.jpg,https://images.gr-assets.com/books/1384362444s/18243700.jpg
3282,12962439,12962439,18120108,25,044042321X,9.78E+12,"Daniel Abraham, George R.R. Martin, Tommy Patterson",2011,A Game of Thrones - The Graphic Novel Volume 1,"A Game of Thrones: The Graphic Novel, Vol. 1",eng,4.48,25533,26951,808,244,484,2292,7087,16844,https://images.gr-assets.com/books/1369052110m/12962439.jpg,https://images.gr-assets.com/books/1369052110s/12962439.jpg
3396,25103,25103,1009277,30,1563891700,9.78E+12,"Neil Gaiman, Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King",1995,The Sandman: Worlds' End,Worlds' End (The Sandman #8),eng,4.48,32362,35957,779,91,370,3255,10821,21420,https://images.gr-assets.com/books/1339922260m/25103.jpg,https://images.gr-assets.com/books/1339922260s/25103.jpg
4599,8069828,8069828,12770588,16,1423144333,9.78E+12,Cinda Williams Chima,2012,The Crimson Crown,"The Crimson Crown (Seven Realms, #4)",eng,4.48,27279,28763,2208,216,415,2352,8063,17717,https://images.gr-assets.com/books/1345041697m/8069828.jpg,https://images.gr-assets.com/books/1345041697s/8069828.jpg
6055,91203,91203,2784253,102,449912426,9.78E+12,Erich Maria Remarque,1936,Drei Kameraden,Three Comrades,eng,4.48,14321,16925,420,93,302,1541,4513,10476,https://images.gr-assets.com/books/1320543184m/91203.jpg,https://images.gr-assets.com/books/1320543184s/91203.jpg
6224,11873368,11873368,16831098,9,545425123,9.78E+12,Kate Egan,2012,,The World of the Hunger Games (Hunger Games Trilogy),en-US,4.48,15060,15335,239,178,379,1645,2808,10325,https://images.gr-assets.com/books/1327937151m/11873368.jpg,https://images.gr-assets.com/books/1327937151s/11873368.jpg
7799,6867952,6867952,7083417,14,316084255,9.78E+12,"Yana Toboso, Tomo Kimura",2007,é»’åŸ·äº‹ II [Kuroshitsuji II],"Black Butler, Vol. 2 (Black Butler, #2)",eng,4.48,15194,15713,314,127,279,1547,3675,10085,https://images.gr-assets.com/books/1403792460m/6867952.jpg,https://images.gr-assets.com/books/1403792460s/6867952.jpg
8286,101255,101255,1164036,22,684800012,9.78E+12,Harold McGee,1984,On Food and Cooking: The Science and Lore of the Kitchen,On Food and Cooking: The Science and Lore of the Kitchen,en-US,4.48,10631,11136,438,97,172,991,2883,6993,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8362,25852784,25852784,45720714,16,553447432,9.78E+12,Matthew Desmond,2016,Evicted: Poverty and Profit in the American City,Evicted: Poverty and Profit in the American City,eng,4.48,15165,17326,3019,98,251,1329,5234,10414,https://images.gr-assets.com/books/1453060710m/25852784.jpg,https://images.gr-assets.com/books/1453060710s/25852784.jpg
8622,13363270,13363270,18591913,8,,,Quinn Loftis,2012,Just One Drop,"Just One Drop (The Grey Wolves, #3)",en-GB,4.48,15606,15748,723,96,278,1537,3827,10010,https://images.gr-assets.com/books/1325565121m/13363270.jpg,https://images.gr-assets.com/books/1325565121s/13363270.jpg
8700,1275105,1275105,3260020,59,606300538,9.78E+12,Charles M. Schulz,1965,A Charlie Brown Christmas ,A Charlie Brown Christmas,,4.48,11639,13889,241,226,295,1401,2629,9338,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8831,100322,100322,943760,20,1556520743,9.78E+12,"Assata Shakur, Angela Y. Davis, Lennox S. Hinds",1987,Assata: An Autobiography,Assata: An Autobiography,eng,4.48,10518,10731,572,143,217,880,2636,6855,https://images.gr-assets.com/books/1328857268m/100322.jpg,https://images.gr-assets.com/books/1328857268s/100322.jpg
9725,17950614,17950614,25166874,21,,,Neal Shusterman,2014,UnDivided,"UnDivided (Unwind, #4)",eng,4.48,11403,13031,1833,47,133,1076,3981,7794,https://images.gr-assets.com/books/1392097377m/17950614.jpg,https://images.gr-assets.com/books/1392097377s/17950614.jpg
9774,8113344,8113344,12908561,29,7325983,9.78E+12,Derek Landy,2010,Mortal Coil,"Mortal Coil (Skulduggery Pleasant, #5)",eng,4.48,10972,12063,494,49,133,1069,3544,7268,https://images.gr-assets.com/books/1442456495m/8113344.jpg,https://images.gr-assets.com/books/1442456495s/8113344.jpg
9818,1350249,1350249,40728295,48,717283534,9.78E+12,Justine Korman Fontes,1994,,The Lion King (Disney's Wonderful World of Reading),eng,4.48,9247,9340,34,93,212,1121,1627,6287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9838,65633,65633,63667,5,60827874,9.78E+12,"Perry Moore, Andrew Adamson, C.S. Lewis",2005,"The Chronicles of Narnia - The Lion, the Witch, and the Wardrobe Official Illustrated Movie Companion","The Chronicles of Narnia - The Lion, the Witch, and the Wardrobe Official Illustrated Movie Companion",en-US,4.48,7328,7353,66,44,84,780,1815,4630,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9983,8539798,8539798,8097499,16,2849659266,9.78E+12,Kazue Kato,2009,é’ã®ç¥“é­”å¸« 2,"Blue exorcist, Tome 2",fre,4.48,8972,9859,153,32,152,1025,2479,6171,https://images.gr-assets.com/books/1278403940m/8539798.jpg,https://images.gr-assets.com/books/1278403940s/8539798.jpg
189,33,33,3462456,380,618640150,9.78E+12,J.R.R. Tolkien,1955,The Lord of the Rings,"The Lord of the Rings (The Lord of the Rings, #1-3)",eng,4.47,389054,436346,9365,4807,9577,37552,106818,277592,https://images.gr-assets.com/books/1411114164m/33.jpg,https://images.gr-assets.com/books/1411114164s/33.jpg
428,12127750,12127750,17115055,65,1423140605,9.78E+12,Rick Riordan,2012,The Mark of Athena,"The Mark of Athena (The Heroes of Olympus, #3)",eng,4.47,277491,293586,13332,2771,4480,26318,77876,182141,https://images.gr-assets.com/books/1464201354m/12127750.jpg,https://images.gr-assets.com/books/1464201354s/12127750.jpg
757,256008,256008,3281465,57,067168390X,9.78E+12,Larry McMurtry,1985,Lonesome Dove,Lonesome Dove,en-US,4.47,111498,116430,5343,1080,2179,10686,29526,72959,https://images.gr-assets.com/books/1378573063m/256008.jpg,https://images.gr-assets.com/books/1378573063s/256008.jpg
1342,47989,47989,1712283,62,055215430X,9.78E+12,Terry Pratchett,2002,Night Watch,"Night Watch (Discworld, #29; City Watch, #6)",eng,4.47,71271,79117,1670,232,724,7113,24480,46568,https://images.gr-assets.com/books/1320518310m/47989.jpg,https://images.gr-assets.com/books/1320518310s/47989.jpg
1905,13569581,13569581,19148922,44,,,Anthony  Ryan,2011,Blood Song,"Blood Song (Raven's Shadow, #1)",eng,4.47,44014,51900,3061,275,813,4039,15966,30807,https://images.gr-assets.com/books/1421573407m/13569581.jpg,https://images.gr-assets.com/books/1421573407s/13569581.jpg
2194,25494343,25494343,19104294,64,1442468351,9.78E+12,Cassandra Clare,2016,Lady Midnight,"Lady Midnight (The Dark Artifices, #1)",eng,4.47,84711,93259,12298,1511,1870,7629,22675,59574,https://images.gr-assets.com/books/1460477682m/25494343.jpg,https://images.gr-assets.com/books/1460477682s/25494343.jpg
2222,3412815,3412815,3453075,13,1595547169,9.78E+12,Eric Wilson,2008,Fireproof,Fireproof,en-US,4.47,37258,37588,466,339,692,3702,9222,23633,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2613,22738563,22738563,42278179,49,,,Chimamanda Ngozi Adichie,2014,We Should All Be Feminists,We Should All Be Feminists,eng,4.47,46048,58660,7218,349,769,4862,17453,35227,https://images.gr-assets.com/books/1430821222m/22738563.jpg,https://images.gr-assets.com/books/1430821222s/22738563.jpg
3124,426504,426504,1007116,135,802130305,9.78E+12,"Jorge Luis Borges, Anthony Kerrigan, Anthony Bonner",1944,Ficciones,Ficciones,en-US,4.47,28657,34337,1561,265,750,3053,8890,21379,https://images.gr-assets.com/books/1388197956m/426504.jpg,https://images.gr-assets.com/books/1388197956s/426504.jpg
3191,23093367,23093367,42643523,23,1632150778,9.78E+12,"Brian K. Vaughan, Fiona Staples",2014,"Saga, Volume Four","Saga, Vol. 4 (Saga, #4)",eng,4.47,38069,38963,3198,166,368,2986,12932,22511,https://images.gr-assets.com/books/1486028981m/23093367.jpg,https://images.gr-assets.com/books/1486028981s/23093367.jpg
3479,106393,106393,1241552,21,1416521690,9.78E+12,Sister Souljah,1999,The Coldest Winter Ever,The Coldest Winter Ever,en-US,4.47,23737,25276,1880,311,657,2282,5552,16474,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3926,7098304,7098304,7355830,25,1439123128,9.78E+12,Kresley Cole,2010,Demon From the Dark ,Demon from the Dark (Immortals After Dark #10),eng,4.47,34257,36412,1257,142,518,3305,10591,21856,https://images.gr-assets.com/books/1357611692m/7098304.jpg,https://images.gr-assets.com/books/1357611692s/7098304.jpg
4432,1894269,1894269,1895743,21,1582408831,9.78E+12,Robert Kirkman,2008,"The Walking Dead, Vol. 8: Made To Suffer","The Walking Dead, Vol. 08: Made to Suffer",eng,4.47,22017,22799,776,118,323,2007,6660,13691,https://images.gr-assets.com/books/1266634689m/1894269.jpg,https://images.gr-assets.com/books/1266634689s/1894269.jpg
5071,1013383,1013383,999507,41,333710932,9.78E+12,"Julia Donaldson, Axel Scheffler",1999,The Gruffalo,The Gruffalo,eng,4.47,19609,21214,1083,173,431,2028,5211,13371,https://images.gr-assets.com/books/1329674496m/1013383.jpg,https://images.gr-assets.com/books/1329674496s/1013383.jpg
5682,906560,906560,603136,33,515089931,9.78E+12,Corrie ten Boom,1974,Tramp for the Lord,Tramp for the Lord,,4.47,16680,16977,309,117,262,1717,4353,10528,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6659,26200563,26200563,46177490,12,1455539740,9.78E+12,"Lin-Manuel Miranda, Jeremy McCarter",2016,Hamilton: The Revolution,Hamilton: The Revolution,eng,4.47,24800,25565,3339,693,530,1834,5496,17012,https://images.gr-assets.com/books/1451400644m/26200563.jpg,https://images.gr-assets.com/books/1451400644s/26200563.jpg
7101,17333171,17333171,24064353,16,042527067X,9.78E+12,Ilona Andrews,2015,Magic Shifts,"Magic Shifts (Kate Daniels, #8)",eng,4.47,16363,20829,1808,41,156,1727,6946,11959,https://images.gr-assets.com/books/1414091260m/17333171.jpg,https://images.gr-assets.com/books/1414091260s/17333171.jpg
7324,8269450,8269450,13117562,13,385670516,9.78E+12,Kelley Armstrong,2009,"Darkest Powers Trilogy (Darkest Powers, #1-3)","Darkest Powers Trilogy (Darkest Powers, #1-3)",eng,4.47,14473,14657,224,142,306,1455,3355,9399,https://images.gr-assets.com/books/1411868332m/8269450.jpg,https://images.gr-assets.com/books/1411868332s/8269450.jpg
7689,1298171,1298171,1287327,21,1591827582,9.78E+12,"Andrew Stanton, Walt Disney Company",1996,Finding Nemo,Finding Nemo,,4.47,12160,12210,51,102,310,1412,2323,8063,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8408,8712343,8712343,13585210,24,575100133,9.78E+12,Nalini Singh,2011,,Kiss of Snow (Psy-Changeling #10),eng,4.47,18759,22212,1589,127,338,2057,6237,13453,https://images.gr-assets.com/books/1417116892m/8712343.jpg,https://images.gr-assets.com/books/1417116892s/8712343.jpg
8829,228194,228194,9813429,25,451190521,9.78E+12,Stephen King,1996,"The Green Mile, Part 2: The Mouse on the Mile","The Green Mile, Part 2: The Mouse on the Mile",eng,4.47,11985,12569,165,35,156,1220,3561,7597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8991,18110808,18110808,25435355,9,,,Tijan,2013,,"Fallen Crest Public (Fallen Crest High, #3)",eng,4.47,15319,17978,1029,96,274,1570,5123,10915,https://images.gr-assets.com/books/1383257344m/18110808.jpg,https://images.gr-assets.com/books/1383257344s/18110808.jpg
9123,5697,5697,6624705,9,140003292X,9.78E+12,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1896,,The Complete Short Novels,eng,4.47,9424,9738,122,59,155,911,2667,5946,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9598,6448482,6448482,6638574,12,759530483,9.78E+12,Atsushi Ohkubo,2004, ã‚½ã‚¦ãƒ«ã‚¤ãƒ¼ã‚¿ãƒ¼ 2,"Soul Eater, Vol. 02 (Soul Eater, #2)",eng,4.47,9443,9540,76,51,200,1048,2180,6061,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
21,2,2,2809203,307,439358078,9.78E+12,"J.K. Rowling, Mary GrandPrÃ©",2003,Harry Potter and the Order of the Phoenix,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",eng,4.46,1735368,1840548,28685,9528,31577,180210,494427,1124806,https://images.gr-assets.com/books/1387141547m/2.jpg,https://images.gr-assets.com/books/1387141547s/2.jpg
351,10025305,10025305,6674845,99,1416975888,9.78E+12,Cassandra Clare,2011,Clockwork Prince,"Clockwork Prince (The Infernal Devices, #2)",eng,4.46,307994,328019,17854,3420,6235,29508,85633,203223,https://images.gr-assets.com/books/1460477747m/10025305.jpg,https://images.gr-assets.com/books/1460477747s/10025305.jpg
603,2767793,2767793,2793516,63,765316897,9.78E+12,Brandon Sanderson,2008,The Hero of Ages,"The Hero of Ages (Mistborn, #3)",eng,4.46,143622,161085,9111,596,2257,14291,49628,94313,https://images.gr-assets.com/books/1480717763m/2767793.jpg,https://images.gr-assets.com/books/1480717763s/2767793.jpg
774,13206828,13206828,18390772,51,312642970,9.78E+12,Marissa Meyer,2014,Cress,"Cress (The Lunar Chronicles, #3)",eng,4.46,162069,177466,20055,866,2056,14772,56494,103278,https://images.gr-assets.com/books/1470057005m/13206828.jpg,https://images.gr-assets.com/books/1470057005s/13206828.jpg
1320,3586,3586,6658413,117,1593082045,9.78E+12,"Arthur Conan Doyle, Kyle Freeman",1914,"Sherlock Holmes: The Complete Novels and Stories, Vol 2","The Complete Sherlock Holmes, Vol 2",,4.46,66857,71825,328,463,1077,7005,19926,43354,https://images.gr-assets.com/books/1347663158m/3586.jpg,https://images.gr-assets.com/books/1347663158s/3586.jpg
1341,18966819,18966819,26984955,63,345539826,9.78E+12,Pierce Brown,2015,Golden Son,"Golden Son (Red Rising, #2)",eng,4.46,57614,79535,7737,338,1069,6783,25147,46198,https://images.gr-assets.com/books/1394684475m/18966819.jpg,https://images.gr-assets.com/books/1394684475s/18966819.jpg
1668,23437156,23437156,42077459,48,1627792120,9.78E+12,Leigh Bardugo,2015,Six of Crows,"Six of Crows (Six of Crows, #1)",eng,4.46,90202,101264,17068,1100,1725,7886,29552,61001,https://images.gr-assets.com/books/1500689111m/23437156.jpg,https://images.gr-assets.com/books/1500689111s/23437156.jpg
1901,7304203,7304203,6967072,37,385341679,9.78E+12,Karen Marie Moning,2011,Shadowfever,"Shadowfever (Fever, #5)",en-US,4.46,73030,79297,6025,1175,1695,6734,19798,49895,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2272,7822895,7822895,6814263,41,307594777,9.78E+12,"Stieg Larsson, Reg Keeland",2005,"MÃ¤n som hatar kvinnor, Flickan som lekte med elden, Luftslottet som sprÃ¤ngdes","The Millennium Trilogy (Millennium Trilogy, #1-3)",eng,4.46,29944,38916,1702,293,546,2971,12123,22983,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2998,6479550,6479550,6670775,26,441018521,9.78E+12,Ilona Andrews,2010,Magic Bleeds,"Magic Bleeds (Kate Daniels, #4)",eng,4.46,50637,54376,2463,255,581,4663,17244,31633,https://images.gr-assets.com/books/1407110429m/6479550.jpg,https://images.gr-assets.com/books/1407110429s/6479550.jpg
3534,12652457,12652457,17766175,25,,,Brent Weeks,2014,The Broken Eye,"The Broken Eye (Lightbringer, #3)",eng,4.46,27754,30003,1401,77,328,2288,10202,17108,https://images.gr-assets.com/books/1376583941m/12652457.jpg,https://images.gr-assets.com/books/1376583941s/12652457.jpg
3798,11100431,11100431,16022532,19,316187712,9.78E+12,Michael J. Sullivan,2012,Heir of Novron,"Heir of Novron (The Riyria Revelations, #5-6)",eng,4.46,25185,28151,1507,119,344,2314,8956,16418,https://images.gr-assets.com/books/1307960132m/11100431.jpg,https://images.gr-assets.com/books/1307960132s/11100431.jpg
4206,594361,594361,6533130,2,736420959,9.78E+12,"Justine Korman Fontes, Don Williams, Walt Disney Company",1994,The Lion King (Little Golden Book),The Lion King: A little Golden Book,,4.46,23098,23102,80,205,545,2803,4333,15216,https://images.gr-assets.com/books/1320412442m/594361.jpg,https://images.gr-assets.com/books/1320412442s/594361.jpg
4336,17717,17717,376514,36,811200124,9.78E+12,"Jorge Luis Borges, Donald A. Yates, James E. Irby, AndrÃ© Maurois",1962,Labyrinths,Labyrinths:  Selected Stories and Other Writings,eng,4.46,20237,23212,1062,159,457,2032,6384,14180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5422,28220985,28220985,46010280,17,1250022134,9.78E+12,Louise Penny,2016,A Great Reckoning,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",eng,4.46,13563,20529,2896,138,301,1596,6522,11972,https://images.gr-assets.com/books/1457914582m/28220985.jpg,https://images.gr-assets.com/books/1457914582s/28220985.jpg
6583,27220736,27220736,4077583,39,1501135910,9.78E+12,Phil Knight,2016,Shoe Dog: A Memoir by the Creator of Nike,Shoe Dog: A Memoir by the Creator of NIKE,eng,4.46,22373,28643,2407,405,487,2235,7997,17519,https://images.gr-assets.com/books/1457284880m/27220736.jpg,https://images.gr-assets.com/books/1457284880s/27220736.jpg
7191,9528186,9528186,43302330,1,613321368X,9.79E+12,Lambert M. Surhone,,,Pretty Little Liars (TV Series),eng,4.46,11643,11643,64,183,241,1299,2239,7681,https://images.gr-assets.com/books/1379594334m/9528186.jpg,https://images.gr-assets.com/books/1379594334s/9528186.jpg
7321,10813469,10813469,15727084,6,,,Kristen Ashley,2011,,"Rock Chick Renegade (Rock Chick, #4)",en-GB,4.46,26554,26795,1409,149,309,2219,8429,15689,https://images.gr-assets.com/books/1328299907m/10813469.jpg,https://images.gr-assets.com/books/1328299907s/10813469.jpg
8172,1011359,1011359,3352921,16,1591169909,9.78E+12,Bisco Hatori,2003,æ¡œè˜­é«˜æ ¡ãƒ›ã‚¹ãƒˆéƒ¨ 2,"Ouran High School Host Club, Vol. 2 (Ouran High School Host Club, #2)",eng,4.46,14350,14504,231,78,239,1618,3607,8962,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8699,194870,194870,2286967,11,072324734X,9.78E+12,Beatrix Potter,1982,The Complete Adventures of Peter Rabbit,The Complete Adventures of Peter Rabbit,eng,4.46,13271,13387,48,84,261,1563,2977,8502,https://images.gr-assets.com/books/1309201736m/194870.jpg,https://images.gr-assets.com/books/1309201736s/194870.jpg
8918,15752757,15752757,21447897,6,,9.78E+12,Kristen Ashley,2013,,"Rock Chick Revolution (Rock Chick, #8)",eng,4.46,19965,22087,1897,171,428,2010,6039,13439,https://images.gr-assets.com/books/1373384839m/15752757.jpg,https://images.gr-assets.com/books/1373384839s/15752757.jpg
9067,12458287,12458287,17441876,2,,,Kristen Ashley,2011,,"The Golden Dynasty (Fantasyland, #2)",eng,4.46,19783,20055,1933,364,488,1592,4680,12931,https://images.gr-assets.com/books/1327913192m/12458287.jpg,https://images.gr-assets.com/books/1327913192s/12458287.jpg
9457,46908,46908,45979,12,1595324097,9.78E+12,"Natsuki Takaya, Alethea Nibley, Athena Nibley",2004,ãƒ•ãƒ«ãƒ¼ãƒ„ãƒã‚¹ã‚±ãƒƒãƒˆ 14,"Fruits Basket, Vol. 14",en-US,4.46,13072,13206,126,76,242,1425,3204,8259,https://images.gr-assets.com/books/1393736589m/46908.jpg,https://images.gr-assets.com/books/1393736589s/46908.jpg
9769,11410104,11410104,16342920,16,144244228X,9.78E+12,Jenny Han,2009,The summer I turned pretty,The Summer I Turned Pretty Trilogy: The Summer I Turned Pretty; It's Not Summer Without You; We'll Always Have Summer,eng,4.46,9308,10084,652,101,259,922,2423,6379,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9912,315882,315882,306713,11,043977733X,9.78E+12,"Ellen Levine, Kadir Nelson",2007,,Henry's Freedom Box: A True Story from the Underground Railroad,eng,4.46,11204,11347,1221,79,182,1113,3045,6928,https://images.gr-assets.com/books/1328867106m/315882.jpg,https://images.gr-assets.com/books/1328867106s/315882.jpg
9945,18943009,18943009,25364368,10,,,R.K. Lilley,2013,,"Rock Bottom (Tristan & Danika, #2)",eng,4.46,18490,18709,1562,109,345,1710,5238,11307,https://images.gr-assets.com/books/1385363364m/18943009.jpg,https://images.gr-assets.com/books/1385363364s/18943009.jpg
